Primary Source	Primary Source Concept ID	syndrome	RashSyn	HemorrhagicSyn	BotulicSyn	NeuroSyn	ConstitutionalSyn	SensitiveResp	SpecificResp	RespSyn	SensitiveGI	SpecificGI	GISyn	ILISyn	Concept	SubConcept	Relation to Concept	UMLS concept ID	Diagnosis	Syndrome	Physical Finding	Symptom	Sign	Related Disorder	Analog Disease	Bioterrorism Disease	Chest Radiograph	SNOMED	MESH	ICD-9	RadLex	CCC-Complaint	CCC-title	Keywords/RegExps
Biocaster	425	Constutional	0	0	0	0	1							0	Tularemia	Tularemia	ConceptName	C0041351:Tularaemia (Tularemia)	1	0	0	0	0	0	0	1	0		Tularemia [C01.252.400.825.900]					"tularemia, Francisella tularensis"
Biocaster	797	Constutional	0	0	0	0	1					1	1	0	TyphoidFever	TyphoidFever	ConceptName	C0041466:Typhoid Fever	1	0	0	0	0	0	0	1	0		Typhoid Fever [C01.252.400.310.821.873]					"typhoid fever, salmonella typhi, salmonellosis"
RODS CC		Rash	1	0	0	0	0							0	Vesicular	Hives	RelatedConcept	C0042109:Hives	0	0	1	0	0	1	0	0	0		Urticaria [C17.800.862.945]					"hives, rash, vesicules, blisters"
RODS CC		Rash	1	0	0	0	0							0	Vesicular	Vesicular	ConceptName	C0205378:Vesicular	0	0	1	0	0	0	1	0	0							"vesicular, hives"
Biocaster	SYMPTOM-124	Rash	1	0	0	0	0							0	Vesicular	Blisters	Synonym	C0005758:BLISTERS	0	0	1	0	0	0	1	0	0		Blister [C17.800.865.187]					"blisters, wheals, hives"
RODS CC		Botulinic	0	0	1	0	0							0	VisionProblem	Diplopia 	RelatedConcept	C0012569:Diplopia	0	0	0	1	0	0	0	0	0		Diplopia [C10.597.751.941.339]					"diplopia, double vision"
RODS CC		Botulinic	0	0	1	0	0							0	VisionProblem	BlurredVision	RelatedConcept	C0344232:Blurred vision	0	0	0	1	0	0	0	0	0							"blurred vision, blurry vision"
RODS CC		Botulinic	0	0	1	1	0							0	VisionProblem	VisionProblem	ConceptName	C0042798:Vision problem	0	0	0	1	0	0	0	0	0							"vision problem, sight problem"
RODS CC		Neurologic	0	0	0	1	0							0	VisionProblem	VisionLoss	RelatedConcept	C0456909:VISION LOSS	0	0	1	1	0	0	0	0	0							"vision loss, blind, blindness"
RODS CC		Neurologic	0	0	0	1	0							0	VisionProblem	DecreasedVision	RelatedConcept	C0042798:Decreased vision	0	0	1	1	0	0	0	0	0							decreased vision
SyndromeCC		Gastrointestinal	0	1	0	0	0				1	1	1	0	Vomiting	Hematemesis	RelatedConcept	C0018926:HAEMATEMESIS	0	0	1	1	0	0	0	0	0		Hematemesis [C06.405.227.400]					hematemesis [\bhemate.*?\b] [C0018926:HAEMATEMESIS]:::coffee ground emesis [\bcoff.*?\s+groun.*?\s+emesi.*?\b] [C0018926:HAEMATEMESIS]:::throw* up + blood [\bthrow(s|ing).*?\s+\+\s+blood\b] [C0018926:HAEMATEMESIS]:::vomit + blood [\bvomit\s*\+\s*blood\b] [C0018926:HAEMATEMESIS]:::
SyndromeCC		Gastrointestinal	0	0	0	0	0				1	1	1	0	Vomiting	SpittingUp	RelatedConcept		0	0	0	1	0	0	0	0	0							bringing up [\bbring.*?\s+up\b] [C0042963:Vomiting]:::spitting up [\bspit.*?\s+up\b] [C0042963:Vomiting]:::
SyndromeCC		Gastrointestinal	0	0	0	0	0				1	1	1	0	Vomiting	Vomiting	ConceptName	C0042963:Vomiting	0	0	1	1	0	0	0	0	0		Vomiting [C23.888.821.937]					vmt [\bvmt\b] [C0042963:Vomiting]:::n/v [\bn\/v\b] [C0042963:Vomiting]:::v/n [\bv\/n\b] [C0042963:Vomiting]:::v/d [\bv\/d\b] [C0042963:Vomiting]:::d/v [\bd\/v\b] [C0042963:Vomiting]:::v+d [\bv\+d\b] [C0042963:Vomiting]:::d+v [\bd\+v\b] [C0042963:Vomiting]:::n+v [\bn\+v\b] [C0042963:Vomiting]:::v+n [\bv\+n\b] [C0042963:Vomiting]:::v + d [\bv\s+\+\s+d\b] [C0042963:Vomiting]:::d + v [\bd\s+\+\s+v\b] [C0042963:Vomiting]:::etc. [\betc\.?\b] [C0042963:Vomiting]:::d & v [\bd\s*&\s*v\b] [C0042963:Vomiting]:::dry heaves [\bdr.*?\s+heav.*?\b] [C0042963:Vomiting]:::emsis [\bemsis\b] [C0042963:Vomiting]:::f v [\bf\s*?v\b] [C0042963:Vomiting]:::fv [\bf\s*?v\b] [C0042963:Vomiting]:::n v [\bn\s*?v\b] [C0042963:Vomiting]:::n & v [\bn\s*&\s*v\b] [C0042963:Vomiting]:::n v [\bn\s*v\b] [C0042963:Vomiting]:::n v d [\bn\s*v\s*d\b] [C0042963:Vomiting]:::n&v [\bn&v\b] [C0042963:Vomiting]:::n+v [\bn\+v\b] [C0042963:Vomiting]:::nv [\bnv\b] [C0042963:Vomiting]:::nvd [\bnvd\b] [C0042963:Vomiting]:::retching [\bretch.*?\b] [C0042963:Vomiting]:::v d [\bv\s*d\b] [C0042963:Vomiting]:::v f [\bv\s*f\b] [C0042963:Vomiting]:::v&d [\bv&d\b] [C0042963:Vomiting]:::v+d [\bv\+d\b] [C0042963:Vomiting]:::vimiting [\bvimit.*?\b] [C0042963:Vomiting]:::viomiting [\bviomit.*?\b] [C0042963:Vomiting]:::vmt [\bvmt\b] [C0042963:Vomiting]:::vo [\bvo\b] [C0042963:Vomiting]:::voimiting [\bvoimit.*?\b] [C0042963:Vomiting]:::voiting [\bvoiting\b] [C0042963:Vomiting]:::vom [\bvom\b] [C0042963:Vomiting]:::vometing [\bvomet.*?\b] [C0042963:Vomiting]:::vomi [\bvomi.*?\b] [C0042963:Vomiting]:::vomikting [\bvomikt.*?\b] [C0042963:Vomiting]:::vomintg [\bvomin.*?\b] [C0042963:Vomiting]:::vominting [\bvomin.*?\b] [C0042963:Vomiting]:::vomit [\bvomit.*?\b] [C0042963:Vomiting]:::vomited [\bvomit.*?\b] [C0042963:Vomiting]:::vomitibg [\bvomit.*?\b] [C0042963:Vomiting]:::vomitin [\bvomit.*?\b] [C0042963:Vomiting]:::vomitine [\bvomit.*?\b] [C0042963:Vomiting]:::vomiting [\bvomit.*?\b] [C0042963:Vomiting]:::vomitinig [\bvomit.*?\b] [C0042963:Vomiting]:::vomitiong [\bvomit.*?\b] [C0042963:Vomiting]:::vomitng [\bvomit.*?\b] [C0042963:Vomiting]:::vomitt [\bvomit.*?\b] [C0042963:Vomiting]:::vomitting [\bvomit.*?\b] [C0042963:Vomiting]:::vomittng [\bvomit.*?\b] [C0042963:Vomiting]:::vomitus [\bvomit.*?\b] [C0042963:Vomiting]:::vommiting [\bvomm.*?\b] [C0042963:Vomiting]:::vomoting [\bvomot.*?\b] [C0042963:Vomiting]:::vomtiing [\bvomt.*?\b] [C0042963:Vomiting]:::vomtiming [\bvomt.*?\b] [C0042963:Vomiting]:::vomting [\bvomt.*?\b] [C0042963:Vomiting]:::vomtiting [\bvomt.*?\b] [C0042963:Vomiting]:::puke [\bpuke\b] [C0042963:Vomiting]:::n v [\bn\s*v\b] [C0042963:Vomiting]:::retching [\bretch.*?\b] [C0042963:Vomiting]:::v d [\bv\s*d\b] [C0042963:Vomiting]:::vomit [\bvomit\b] [C0042963:Vomiting]:::vomicking [\bvomick.*?\b] [C0042963:Vomiting]:::cant hold any food down [\can\’?t\s+hold\s.*?food\s+down\b] [C0042963:Vomiting]:::threw up [\b(threw|throwing|throw)\s+up\b] [C0042963:Vomiting]:::throw up [\b(threw|throwing|throw)\s+up\b] [C0042963:Vomiting]:::throwing up [\b(threw|throwing|throw)\s+up\b] [C0042963:Vomiting]:::emesis [\bemesi.*?\b] [C0042963:Vomiting]:::emisis [\bemisi.*?\b] [C0042963:Vomiting]:::d&v [\bd&v\b] [C0042963:Vomiting]:::dv [\bdv\b] [C0042963:Vomiting]:::
CCOntology			0	0	0	0	0				1	1	1	0	Vomiting	Emesis	Synonym	C0042963:Emesis	0	0	1	1	1			0	0		Vomiting [C23.888.821.937]					emesis [\bemesis\b] [C0042963:Vomiting]:::
ICD		Constutional	0	0	0	0	1							0	Weightloss	WeightLoss	ConceptName	C0043096:WEIGHTLOSS	0	0	1	1	0	0	0	0	0		Weight Loss [C23.888.144.243.963]					weight loss
55 respiratory		Respiratory	0	0	0	0	0	1		1				0	XRayAtelectasis	XRayAtelectasis	ConceptName	C1962948:Atelectasis	0	0	1	0	0	0	0	0	1							"x-ray atelectasis, x-ray collapsed lung"
		Respiratory	0	0	0	0	0	1	1	1				0	XRayChestNormal	XRayChestNormal	ConceptName		0	0	1	0	0	0	0	0	1							"x-ray chest normal, chest x-ray normal"
55 respiratory		Respiratory	0	0	0	0	0	1		1				0	XRayHyperinflatingLungs 	XRayHyperinflatedLungs	ConceptName		0	0	1	0	0	0	0	0	1				RID5884 + RID13437			"x-ray hyperinflated lungs, emphysema "
55 respiratory		Respiratory	0	0	0	0	0	1		1				0	XRayMass	XRayMass	ConceptName		0	0	1	0	0	0	0	0	1				RID4874			"x-ray mass, tumor on chest x-ray "
55 respiratory		Respiratory	0	0	0	0	0	1		1				0	XRayMediastinalShift	XRayMediastinalShift	ConceptName		0	0	1	0	0	0	0	0	1							x-ray mediastinal shift
55 respiratory		Respiratory	0	0	0	0	0	1		1				0	XRayPleuralEffusion	XRayPleuralEffusion	ConceptName		0	0	1	0	0	0	0	0	1							"x-ray pleural effusion, effusion in the pleural space on x-ray"
55 respiratory		Respiratory	0	0	0	0	0	1		1				0	XRayPneumonia	XRayPneumonia	ConceptName		0	0	1	0	0	0	0	0	1				RID5350			"x-ray pneumonia, infiltrate on x-ray"
55 respiratory		Respiratory	0	0	0	0	0	1		1				0	XRayPneumothorax	XRayPneumothorax	ConceptName		0	0	1	0	0	0	0	0	1				RID5352			"x-ray pneumothorax, air in  the pleural space on x-ray"
55 respiratory		Respiratory	0	0	0	0	0	1		1				0	XRayPulmonaryEdema	XRayPulmonaryEdema	ConceptName		0	0	1	0	0	0	0	0	1				RID4866			"x-ray pulmonary edema, fluid in the lungs on x-ray"
55 respiratory		Respiratory 	0	0	0	0	0	1		1				0	XRayWidenedMediastinum	XRayWidenedMediastinum	ConceptName		0	0	1	0	0	0	0	0	1				RID5797 + RID1384			x-ray widened mediastium
		Rash	1	0	0	0	0							0	Zoster	Zoster	ConceptName	C0019360:Zoster	1	0	0	0	0	0	1	0	0		Herpes Zoster [C02.256.466.423]					"Zoster, Herpes zoster"
															Edema	PeriorbitalEdema	RelatedConcept										0							
